date;video_id;video_title;video_description
2019/08/11;4qXN_m0s5j0;HOW TO  SPOT A FAKE DSQUARED2 TRUCKER HAT? FAKE VS REAL;"✪BIO
In this episode I take a close look at the ultra Dsquared2 trucker to see how we can tell the difference between the a Fake & Real cap. Hopefully people will find this helpful. Enjoy.

▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

✪ Buy the Genuine hat 
http://tidd.ly/2ba7805a

✪ If you looking for deals on clothing check out my Instastore for followers only.
https://www.instagram.com/hoxtonswardrobe/

✪ Our Website is getting an overhaul and promises to be a great place to find clothing for men online.
https://thehoxtontrend.com/

✪ Get free legit checks, buy and sell clothing for free and ask your questions about fashion on our facebook now with other 2k followers
https://www.facebook.com/groups/294705214561546/"
2019/08/07;s5snqe5KoaE;How to Spot a Fake Canada Goose Chilliwack Jacket?;"In this episode I take a close look at the Canada Goose Chilliwack to see how we can tell the difference between the a Fake & Real jacket. Hopefully people will find this helpful. Enjoy.

▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

✪ If you looking for deals on clothing check out my Instastore for followers only.
https://www.instagram.com/hoxtonswardrobe/

✪ Our Website is getting an overhaul and promises to be a great place to find clothing for men online.
https://thehoxtontrend.com/

✪ Get free legit checks, buy and sell clothing for free and ask your questions about fashion on our facebook now with other 2k followers
https://www.facebook.com/groups/294705214561546/"
2019/08/04;YCkWZ0rmpxE;ASKING FEMALES WHICH RALPH LAUREN OUTFIT IS BETTER!! SUMMER OUTFIT CHALLENGE;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼ SEE ALL THE ITEMS IN THE VIDEO PLUS MORE
https://prf.hn/l/KNxQQXr

▼ RALPH LAUREN
WEBSITE - https://prf.hn/l/KNxQQXr


▼ BIO
Super chuffed to do our latest Ralph Lauren Summer Outfit challenge ft Kikks official and Amani. We selected some of our favourite items to see who would win the latest challenge, we then went to Shoreditch to ask members of the public their opinion on who styled their outfit the best, enjoy! 


▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

▼ INSTAGRAM
Official Instagram https://www.instagram.com/thehoxtontrend Personal Store https://www.instagram.com/hoxtonsward... Personal Instagram https://www.instagram.com/thehoxtontr...
Learn to Spot Fakes https://www.instagram.com/fakespotta/
Clothing Archive https://www.instagram.com/theclothing...

Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. WE ONLY promote stores which WE feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. Our followers will always come first as they have supported me enough to be in the position that i’m in."
2019/07/24;Lx1Hayr-s8I;MY BIGGEST MONTHLY DESIGNER COLLECTION YET???;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼ BIO
In this video we look at some of the items I got in this month, most of which will be available on my Instagram Store 

https://www.instagram.com/hoxtonsward...

▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

Official Instagram https://www.instagram.com/thehoxtontrend
Instagram Personal Store https://www.instagram.com/hoxtonsward...
Hoxton's Personal Instagram https://www.instagram.com/thehoxtontr...
Learn to Spot Fakes https://www.instagram.com/fakespotta/




Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing - http://bit.ly/1Ulk8pf
Farfetch - http://bit.ly/28K5X7A
Flannels - http://tidd.ly/6f870c58
LuisaViaRoma - http://bit.ly/1XZOcwb
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9


▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Accent Clothing http://tinyurl.com/hz2azsq
Brand Outlet http://tinyurl.com/hbu5qtt
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
KongOnline http://tinyurl.com/y7j9xjyg
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0"
2019/07/10;hSluv7Goch8;#*sad_but_relieved_face#*#*sad_but_relieved_face#*I WAS NEARLY SCAMMED 3 TIMES IN A ROW ON DEPOP;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼ BIO
So lots of my followers were messaging me a few weeks back saying they have been scammed on ebay. Some asked me what my experiences were and since I have not been shopping on Depop for the longest I thought I would shop some bargins and see what happens. Enjoy

▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/


▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

Official Instagram https://www.instagram.com/thehoxtontrend
Instagram Personal Store https://www.instagram.com/hoxtonsward...
Hoxton's Personal Instagram https://www.instagram.com/thehoxtontr...
Learn to Spot Fakes https://www.instagram.com/fakespotta/
Clothing Archive https://www.instagram.com/theclothing...



Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing - http://bit.ly/1Ulk8pf
Farfetch - http://bit.ly/28K5X7A
Flannels - http://tidd.ly/6f870c58
LuisaViaRoma - http://bit.ly/1XZOcwb
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9


▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Accent Clothing http://tinyurl.com/hz2azsq
Brand Outlet http://tinyurl.com/hbu5qtt
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
KongOnline http://tinyurl.com/y7j9xjyg
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0"
2019/06/09;8SCxvAlxP7s;HOW TO STYLE A DESIGNER JACKET WITH TOPMAN | OUTFIT CHALLENGE ‘AD’;"▼UP TO 60% OFF SALE http://tidd.ly/fe8c1605

▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼ CHECK OUT SOME COOL SUMMER SELECTIONS FROM TOPMAN http://tidd.ly/4c7bf9ab

▼3 for 2 T-Shirt sale
http://tidd.ly/ece8e6f5

▼Items selected in this video:

▼Hoxton’s Outfit

White Slub Roller T-Shirt http://tidd.ly/5636d568

Palm Print Reverse Shirt http://tidd.ly/471753be

Grey Acid Ripped Jeans http://tidd.ly/9c05ab73


▼Kikks Official’s Outfit 

Grey Panel Skinny Biker Jeans http://tidd.ly/aef445b0

Bob Marley T-Shirt http://tidd.ly/3992962f

Black With White Curve Peak Cap http://tidd.ly/e2e6667b

▼Competition giveaway: Win a £300 Gift Voucher to spend online at Topman

Please like and subscribe on the video and follow the instructions in this link to enter https://thehoxtontrend.com/competitions-topman/
Good Luck!

This Video is Sponsored by Topman

In this video I teamed up with my man Kikks Officailal to take on a challenge that a lot of our followers have asked for.

A lot of our followers have been asking me how they can style an outfit on lower budget and still look cool without spending all their money on designer items. So we got some items in from Topman to see if we could style two designer jackets with Topman items and still look cool. We then headed down to Shoreditch to ask members of the public their opinion on who styled their outfit the best, enjoy!"
2019/06/06;t-xZRZx63sw;We visited NEWCASTLE STONE ISLAND x FLANNELS SS19 COLLECTION PREVIEW;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼ NEW ARRIVALS @FLANNELS
https://click.linksynergy.com/deeplink?id=86vGKsREilg&mid=45659&murl=https%3A%2F%2Fwww.flannels.com

▼ BIO 
So last week we jumped over to Newcastle as we were invited to check out the new Flannels Store as well as attend the exclusive preview of the New SS19 Stone Island collection for spring/Summer. We got some behind the scenes access to what went down and a close look at some of the exclusive collections on offer."
2019/05/23;MuFcQptJaaM;IS THE STONE ISLAND OUTLET REALLY CLOSED???;"▼FOR THE BEST BLACK FRIDAY & CYBER MONDAY DEALS AROUND
 CLICK HERE https://thehoxtontrend.com

▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼  PRESENT OUTLET CONTACT NUMBER
020 8510 0872

▼ BIO
So lots of my followers were messaging me last week saying they heard the stone island outlet is closed. I went to check out if the rumours where true and put a lot some minds at ease. Enjoy.

▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/


▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

Official Instagram https://www.instagram.com/thehoxtontrend
Instagram Personal Store https://www.instagram.com/hoxtonsward...
Hoxton's Personal Instagram https://www.instagram.com/thehoxtontr...
Learn to Spot Fakes https://www.instagram.com/fakespotta/
Clothing Archive https://www.instagram.com/theclothing...



Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing - http://bit.ly/1Ulk8pf
Farfetch - http://bit.ly/28K5X7A
Flannels - http://tidd.ly/6f870c58
LuisaViaRoma - http://bit.ly/1XZOcwb
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9


▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Accent Clothing http://tinyurl.com/hz2azsq
Brand Outlet http://tinyurl.com/hbu5qtt
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
KongOnline http://tinyurl.com/y7j9xjyg
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0"
2019/05/20;XUWQsiaGpvM;TRYING ON LATEST CP COMPANY SS19 SPRING\SUMMER COLLECTION;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼EXCLUSIVE EQVVS DISCOUNT: https://cutt.ly/Grk0Do
GET AN EXTRA 10% OFF SALE ITEMS (EXCLUSIONS MAY APPLY) USE CODE: HOXEX10
GET 15% OFF FULL PRICE ITEMS  (EXCLUSIONS MAY APPLY) USE CODE: HOXTON15

▼CHECK OUT THE LATEST SS19 CP COMPANY FROM EQVVS NOW 
http://tidd.ly/61810564

▼ SEE ALL THE CP COMPANY  ITEMS ON THIS VIDEO 
https://thehoxtontrend.com/ss19-cp-company-from-eqvvs/

▼ BIO
I am so super pumped to show you guys the latest CP Company collection from EQVVS. 
Lots of new spring summer pieces in and this time around I will try to style them with sime different looks. Enjoy.

▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/


▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

Official Instagram https://www.instagram.com/thehoxtontrend
Instagram Personal Store https://www.instagram.com/hoxtonswardrobe/
Hoxton's Personal Instagram https://www.instagram.com/thehoxtontravels/
Learn to Spot Fakes https://www.instagram.com/fakespotta/



Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing - http://bit.ly/1Ulk8pf
Farfetch - http://bit.ly/28K5X7A
Flannels - http://tidd.ly/6f870c58
LuisaViaRoma - http://bit.ly/1XZOcwb
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9


▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Accent Clothing http://tinyurl.com/hz2azsq
Brand Outlet http://tinyurl.com/hbu5qtt
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
KongOnline http://tinyurl.com/y7j9xjyg
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

 
Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. I only promote stores which I feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. My followers will always come first as they have supported me enough to be in the position that i’m in."
2019/05/12;1HeoVdevH4U;££££ MONTHLY DESIGNER COLLECTION | STONE ISLAND REFLECTIVE REFLEX + MONCLER TIBS + HUGO BOSS;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼CLICK HERE TO START USING THE SHOPTAGR APP 

http://rcl.ink/4h5



▼ BIO
In this video we look at some of the items I got in this month, most of which will be available on my Instagram Store 

https://www.instagram.com/hoxtonswardrobe/

▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

Official Instagram https://www.instagram.com/thehoxtontrend
Instagram Personal Store https://www.instagram.com/hoxtonswardrobe/
Hoxton's Personal Instagram https://www.instagram.com/thehoxtontravels/
Learn to Spot Fakes https://www.instagram.com/fakespotta/




Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing - http://bit.ly/1Ulk8pf
Farfetch - http://bit.ly/28K5X7A
Flannels - http://tidd.ly/6f870c58
LuisaViaRoma - http://bit.ly/1XZOcwb
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9


▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Accent Clothing http://tinyurl.com/hz2azsq
Brand Outlet http://tinyurl.com/hbu5qtt
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
KongOnline http://tinyurl.com/y7j9xjyg
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

 
Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. I only promote stores which I feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. My followers will always come first as they have supported me enough to be in the position that i’m in."
2019/04/24;Y-54MhbXVoE;TRYING OUT SS19 STONE ISLAND | GIVENCHY | CP COMPANY | KENZO | VALENTINO DESIGNER HAUL;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com
▼ GET 15%OFF UNDONE WATCHES 
Get 15% off all orders using Code: AWXVXXIN

USE OUR LINK TO SHOP @UNDONE - http://tidd.ly/6122a34e

▼ HOW TO BUY FROM MRSHARP
https://www.instagram.com/mrsharpmens/

▼ VISIT OUR WEBSITE FOR MAD DEALS
https://thehoxtontrend.com/

FOLLOW
THEHOXTONTREND  
Official Instagram https://www.instagram.com/thehoxtontrend Personal Store https://www.instagram.com/hoxtonswardrobe/ 

MAVERICX
Youtube - https://www.youtube.com/channel/UCfwpAfTmHuhZIGAHVqcD-1w
Instagram - https://www.instagram.com/mavericxofficial/

▼ BIO
This video see's us checking out some of the new bits from @mrsharps. Full review and try on.

▼ VIDEO DISCLAIMER
THE RETAILER FEATURED IN THIS VIDEO UNFORTUNATELY DOES NOT HAVE THE CERTILOGO ON THE STONE ISLAND ITEMS BEING SOLD. THIS IS COMMON  PRACTICE AMONGST MANY INDEPENDENTS WHO SELL CURRENT SEASON STONE ISLAND FOR BELOW RRP. THIS ONLY ON STONE ISLAND ITEMS OTHER BRANDS HAVE ALL LABELS ATTACHED. 

WE HAVE CHECKED THEIR STONE ISLAND ITEMS AND CAN CONIRM THEY ARE GENUINE. IF YOU HAVE ANY QUESTIONS REGARDING THIS PLEASE 
CONTACT DESIGNER POP UP WHO ARE ALWAYS HAPPY TO HELP. 

▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

▼ INSTAGRAM
Official Instagram https://www.instagram.com/thehoxtontrend Personal Store https://www.instagram.com/hoxtonswardrobe/ Personal Instagram https://www.instagram.com/thehoxtontravels/
Learn to Spot Fakes https://www.instagram.com/fakespotta/
Clothing Archive https://www.instagram.com/theclothingarchive/

Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. WE ONLY promote stores which WE feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. Our followers will always come first as they have supported me enough to be in the position that i’m in."
2019/04/18;_H8PA7ydStc;7 TOP PLACES TO SHOP FOR DEALS THIS EASTER WEEKEND;"▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

▼ OUR TOP 7 DEALS

CIRCA: https://cutt.ly/3rkMuG
GET AN EXTRA 10% OFF SALE ITEMS USE CODE: HOXEX10 
GET 15% OFF FULL PRICE ITEMS USE CODE: HOXTON15 

EQVVS: https://cutt.ly/Grk0Do
GET AN EXTRA 10% OFF SALE ITEMS (EXCLUSIONS MAY APPLY) USE CODE: HOXEX10
GET 15% OFF FULL PRICE ITEMS  (EXCLUSIONS MAY APPLY) USE CODE: HOXTON15

BROWN BAG CLOTHING: https://cutt.ly/trk0Hm
GET 15% OFF NEW IN USE CODE: BBHT15

WOODHOUSE CLOTHING: https://cutt.ly/qrk0Fx
GET 25% OFF FULL PRICE ARMANI USE CODE: WHOX25

STANDOUT: https://cutt.ly/2rk0M6
GET 15% OFF FULL PRICE LINES CODE ALREADY APPLIED ON WEBSITE

GET THE LABEL: https://cutt.ly/Prk0Nm
GET AN EXTRA 15% OFF EVERYTHING USE CODE HOXEASTER15

TRIADS: https://cutt.ly/yrkMvk
GET 20% OFF FULL PRICE USE CODE EASTER20 (EXCLUSIONS MAY APPLY)

 ▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/


▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.

Official Instagram https://www.instagram.com/thehoxtontrend
Instagram Personal Store https://www.instagram.com/hoxtonswardrobe/
Hoxton's Personal Instagram https://www.instagram.com/thehoxtontravels/
Learn to Spot Fakes https://www.instagram.com/fakespotta/



Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing - http://bit.ly/1Ulk8pf
Farfetch - http://bit.ly/28K5X7A
Flannels - http://tidd.ly/6f870c58
LuisaViaRoma - http://bit.ly/1XZOcwb
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9


▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Accent Clothing http://tinyurl.com/hz2azsq
Brand Outlet http://tinyurl.com/hbu5qtt
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
KongOnline http://tinyurl.com/y7j9xjyg
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

 
Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. I only promote stores which I feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. My followers will always come first as they have supported me enough to be in the position that i’m in."
